property_id,area_sqft,bedrooms,build_year,city,street_type,furnishing,property_type,has_pool,price,is_price_outlier,price_per_sqft,property_age,area_bucket,is_luxury
469,1841.91,5,2011,Prayagraj,Corner Plot,Semi-Furnished,Apartment,No,473534.0,False,257.09,15,1500-2000,False
470,1488.4,5,1993,Gurugram,Corner Plot,Semi-Furnished,Villa,Yes,585898.0,False,393.64,33,1000-1500,False
471,2738.13,3,1989,Kanpur,Highway Facing,Semi-Furnished,Independent House,Yes,655862.0,False,239.53,37,2500-3000,False
472,1992.81,3,1993,Jaipur,Corner Plot,Unfurnished,Villa,Yes,584193.0,False,293.15,33,1500-2000,False
473,2691.12,6,2015,Prayagraj,Residential Lane,Semi-Furnished,Apartment,No,661336.0,False,245.75,11,2500-3000,False
474,3046.86,7,2023,Gurugram,Main Road,Unknown,Apartment,No,866541.0,False,284.4,3,3000+,False
475,2505.57,5,2015,Gurugram,Corner Plot,Furnished,Independent House,No,785730.0,False,313.59,11,2500-3000,False
476,2563.98,3,2008,Gurugram,Residential Lane,Unknown,Apartment,No,653198.0,False,254.76,18,2500-3000,False
477,1646.55,6,1994,Indore,Main Road,Semi-Furnished,Independent House,No,494788.0,False,300.5,32,1500-2000,False
478,2356.06,5,2011,Noida,Residential Lane,Semi-Furnished,Apartment,No,586710.0,False,249.02,15,2000-2500,False
479,2857.37,5,2023,Delhi,Highway Facing,Semi-Furnished,Apartment,No,765134.0,False,267.78,3,2500-3000,False
480,2754.09,7,1986,Lucknow,Gated Society,Semi-Furnished,Independent House,Yes,744548.0,False,270.34,40,2500-3000,False
481,1774.8,7,2021,Kanpur,Residential Lane,Unfurnished,Apartment,No,469874.0,False,264.75,5,1500-2000,False
482,2442.72,5,2006,Indore,Gated Society,Unfurnished,Villa,No,694893.0,False,284.48,20,2000-2500,False
483,2850.23,3,2022,Indore,Gated Society,Furnished,Apartment,No,718734.0,False,252.17,4,2500-3000,False
484,2852.7,7,2023,Kanpur,Corner Plot,Furnished,Independent House,Yes,842541.0,False,295.35,3,2500-3000,False
485,1116.5,5,2001,Jaipur,Corner Plot,Semi-Furnished,Apartment,No,360127.0,False,322.55,25,1000-1500,False
486,3044.33,4,1998,Delhi,Gated Society,Semi-Furnished,Apartment,Yes,795355.0,False,261.26,28,3000+,False
487,2843.61,4,2004,Delhi,Gated Society,Furnished,Independent House,No,821867.0,False,289.02,22,2500-3000,False
488,2980.03,5,2011,Jaipur,Main Road,Furnished,Apartment,Yes,738207.0,False,247.72,15,2500-3000,False
489,2980.19,3,2000,Kanpur,Highway Facing,Unfurnished,Apartment,No,550654.0,False,184.77,26,2500-3000,False
490,1750.26,6,2004,Prayagraj,Highway Facing,Semi-Furnished,Independent House,No,474259.0,False,270.96,22,1500-2000,False
491,1765.97,5,2004,Lucknow,Highway Facing,Semi-Furnished,Independent House,No,514696.0,False,291.45,22,1500-2000,False
492,1549.97,5,2006,Jaipur,Gated Society,Unfurnished,Apartment,No,445485.0,False,287.42,20,1500-2000,False
493,2354.06,3,2010,Prayagraj,Corner Plot,Unfurnished,Independent House,No,519673.0,False,220.76,16,2000-2500,False
494,1787.11,4,2010,Gurugram,Residential Lane,Semi-Furnished,Independent House,No,546875.0,False,306.01,16,1500-2000,False
495,1739.26,3,2012,Indore,Highway Facing,Furnished,Duplex,No,499438.0,False,287.16,14,1500-2000,False
496,1815.37,4,2021,Indore,Main Road,Unfurnished,Villa,Yes,634092.0,False,349.29,5,1500-2000,False
497,2544.76,7,1995,Delhi,Gated Society,Furnished,Independent House,No,810413.0,False,318.46,31,2500-3000,False
498,2151.58,7,2013,Lucknow,Highway Facing,Semi-Furnished,Duplex,No,652572.0,False,303.3,13,2000-2500,False
499,1064.27,6,1999,Delhi,Highway Facing,Furnished,Independent House,No,480821.0,False,451.78,27,1000-1500,False
500,1754.03,3,2022,Delhi,Residential Lane,Semi-Furnished,Apartment,No,550456.0,False,313.82,4,1500-2000,False
501,1914.04,2,1991,Noida,Highway Facing,Furnished,Apartment,No,469069.0,False,245.07,35,1500-2000,False
502,1585.24,2,1988,Noida,Corner Plot,Semi-Furnished,Independent House,Yes,473086.0,False,298.43,38,1500-2000,False
503,2316.92,6,2008,Noida,Corner Plot,Furnished,Independent House,No,719731.0,False,310.64,18,2000-2500,False
504,2087.64,5,2013,Jaipur,Highway Facing,Semi-Furnished,Independent House,Yes,633445.0,False,303.43,13,2000-2500,False
505,2478.07,5,2014,Gurugram,Residential Lane,Semi-Furnished,Villa,Yes,827457.0,False,333.91,12,2000-2500,False
506,1811.3,6,1985,Noida,Residential Lane,Furnished,Independent House,No,579209.0,False,319.78,41,1500-2000,False
507,2144.24,6,2002,Prayagraj,Main Road,Unfurnished,Apartment,No,502894.0,False,234.53,24,2000-2500,False
508,2490.68,2,2005,Prayagraj,Main Road,Semi-Furnished,Apartment,Yes,589388.0,False,236.64,21,2000-2500,False
509,2036.71,5,2002,Gurugram,Residential Lane,Semi-Furnished,Apartment,No,550647.0,False,270.36,24,2000-2500,False
510,1865.96,3,1995,Noida,Corner Plot,Semi-Furnished,Villa,No,591482.0,False,316.99,31,1500-2000,False
511,2898.04,7,2009,Prayagraj,Highway Facing,Unfurnished,Independent House,No,714081.0,False,246.4,17,2500-3000,False
512,1460.78,2,1993,Kanpur,Gated Society,Semi-Furnished,Villa,Yes,518235.0,False,354.77,33,1000-1500,False
513,1350.59,3,1999,Gurugram,Highway Facing,Furnished,Apartment,No,423088.0,False,313.26,27,1000-1500,False
514,1903.97,7,1997,Gurugram,Residential Lane,Furnished,Independent House,No,627069.0,False,329.35,29,1500-2000,False
515,3132.65,2,1998,Delhi,Residential Lane,Furnished,Independent House,No,816228.0,False,260.56,28,3000+,False
516,1973.5,4,2000,Indore,Main Road,Furnished,Apartment,No,509604.0,False,258.22,26,1500-2000,False
517,1299.32,2,2007,Jaipur,Gated Society,Unfurnished,Apartment,No,341830.0,False,263.08,19,1000-1500,False
518,2737.8,3,2012,Gurugram,Main Road,Semi-Furnished,Apartment,No,640702.0,False,234.02,14,2500-3000,False
519,1644.17,3,1987,Kanpur,Gated Society,Furnished,Apartment,No,412477.0,False,250.87,39,1500-2000,False
520,2472.91,3,1994,Noida,Corner Plot,Furnished,Apartment,No,596088.0,False,241.05,32,2000-2500,False
521,2849.35,4,2023,Kanpur,Gated Society,Furnished,Apartment,Yes,730792.0,False,256.48,3,2500-3000,False
522,2377.64,7,2003,Jaipur,Corner Plot,Semi-Furnished,Independent House,No,662076.0,False,278.46,23,2000-2500,False
523,2439.12,6,2021,Noida,Highway Facing,Semi-Furnished,Independent House,No,720000.0,False,295.19,5,2000-2500,False
524,2826.3,7,2000,Gurugram,Corner Plot,Unknown,Apartment,No,750199.0,False,265.44,26,2500-3000,False
525,2479.71,3,2024,Delhi,Main Road,Semi-Furnished,Apartment,Yes,733298.0,False,295.72,2,2000-2500,False
526,2705.84,7,1997,Jaipur,Main Road,Semi-Furnished,Apartment,No,692892.0,False,256.07,29,2500-3000,False
527,1615.18,4,2024,Jaipur,Residential Lane,Furnished,Independent House,No,498476.0,False,308.62,2,1500-2000,False
528,2851.32,2,2015,Indore,Gated Society,Semi-Furnished,Apartment,Yes,665479.0,False,233.39,11,2500-3000,False
529,1907.7,2,2012,Delhi,Residential Lane,Furnished,Independent House,No,552965.0,False,289.86,14,1500-2000,False
530,2746.66,6,1995,Indore,Highway Facing,Furnished,Independent House,No,694051.0,False,252.69,31,2500-3000,False
531,2328.03,2,2008,Kanpur,Main Road,Furnished,Apartment,No,522624.0,False,224.49,18,2000-2500,False
532,2325.99,2,2000,Gurugram,Highway Facing,Semi-Furnished,Apartment,No,574016.0,False,246.78,26,2000-2500,False
533,1744.96,2,2018,Indore,Residential Lane,Furnished,Independent House,Yes,494215.0,False,283.22,8,1500-2000,False
534,1344.22,2,2023,Noida,Main Road,Furnished,Apartment,No,468688.0,False,348.67,3,1000-1500,False
535,2881.77,5,2024,Delhi,Residential Lane,Unfurnished,Apartment,No,720187.0,False,249.91,2,2500-3000,False
536,3467.0,3,1986,Lucknow,Residential Lane,Semi-Furnished,Apartment,No,666830.0,False,192.34,40,3000+,False
537,2391.22,7,1993,Gurugram,Highway Facing,Unfurnished,Apartment,Yes,640032.0,False,267.66,33,2000-2500,False
538,1983.96,6,1994,Delhi,Corner Plot,Semi-Furnished,Independent House,No,607180.0,False,306.04,32,1500-2000,False
539,2297.74,6,2007,Noida,Highway Facing,Unfurnished,Apartment,No,602865.0,False,262.37,19,2000-2500,False
540,1955.31,2,1986,Noida,Corner Plot,Furnished,Independent House,No,517095.0,False,264.46,40,1500-2000,False
541,1822.03,7,2004,Gurugram,Highway Facing,Furnished,Independent House,No,602535.0,False,330.69,22,1500-2000,False
542,2466.34,5,2019,Delhi,Highway Facing,Unfurnished,Apartment,No,665149.0,False,269.69,7,2000-2500,False
543,1926.69,7,2024,Noida,Corner Plot,Semi-Furnished,Independent House,No,643117.0,False,333.79,2,1500-2000,False
544,2629.07,4,1994,Delhi,Residential Lane,Unfurnished,Independent House,No,673346.0,False,256.12,32,2500-3000,False
545,2203.95,4,2010,Kanpur,Residential Lane,Furnished,Apartment,Yes,525154.0,False,238.28,16,2000-2500,False
546,2192.11,6,2023,Indore,Highway Facing,Unfurnished,Apartment,No,547437.0,False,249.73,3,2000-2500,False
547,2766.2,7,1988,Gurugram,Gated Society,Furnished,Independent House,No,832818.0,False,301.07,38,2500-3000,False
548,2855.44,5,2007,Gurugram,Residential Lane,Semi-Furnished,Apartment,Yes,737272.0,False,258.2,19,2500-3000,False
549,2250.11,2,2019,Indore,Highway Facing,Semi-Furnished,Apartment,No,540137.0,False,240.05,7,2000-2500,False
550,2460.18,6,2015,Lucknow,Corner Plot,Furnished,Apartment,Yes,698704.0,False,284.01,11,2000-2500,False
551,2240.0,5,1992,Kanpur,Gated Society,Furnished,Villa,No,695371.0,False,310.43,34,2000-2500,False
552,2122.08,6,2009,Indore,Highway Facing,Furnished,Apartment,Yes,579905.0,False,273.27,17,2000-2500,False
553,2747.57,6,2004,Prayagraj,Highway Facing,Unfurnished,Duplex,No,708820.0,False,257.98,22,2500-3000,False
554,1736.63,3,1986,Jaipur,Residential Lane,Semi-Furnished,Apartment,No,394250.0,False,227.02,40,1500-2000,False
555,1939.6,4,2021,Prayagraj,Residential Lane,Furnished,Apartment,Yes,537781.0,False,277.26,5,1500-2000,False
556,1806.93,7,2017,Delhi,Main Road,Semi-Furnished,Apartment,No,619430.0,False,342.81,9,1500-2000,False
557,2153.81,4,2016,Noida,Main Road,Semi-Furnished,Duplex,No,651173.0,False,302.34,10,2000-2500,False
558,2058.11,3,2008,Prayagraj,Residential Lane,Semi-Furnished,Independent House,Yes,528851.0,False,256.96,18,2000-2500,False
559,2728.39,2,1999,Kanpur,Highway Facing,Furnished,Independent House,No,640946.0,False,234.92,27,2500-3000,False
560,2556.0,7,2006,Lucknow,Main Road,Unfurnished,Apartment,No,596022.0,False,233.19,20,2500-3000,False
561,1663.55,4,1996,Indore,Highway Facing,Furnished,Duplex,No,524302.0,False,315.17,30,1500-2000,False
562,1463.46,7,2019,Prayagraj,Highway Facing,Unfurnished,Independent House,No,468898.0,False,320.4,7,1000-1500,False
563,1802.75,7,2002,Delhi,Main Road,Unfurnished,Duplex,No,627680.0,False,348.18,24,1500-2000,False
564,1658.91,2,2018,Prayagraj,Main Road,Unfurnished,Independent House,No,442639.0,False,266.83,8,1500-2000,False
565,2522.39,5,2024,Lucknow,Main Road,Unfurnished,Independent House,Yes,690207.0,False,273.63,2,2500-3000,False
566,2229.44,5,1999,Prayagraj,Corner Plot,Unfurnished,Apartment,No,499272.0,False,223.95,27,2000-2500,False
567,3103.11,3,2001,Kanpur,Main Road,Semi-Furnished,Apartment,No,672526.0,False,216.73,25,3000+,False
568,1728.93,3,1990,Jaipur,Residential Lane,Unknown,Apartment,No,417965.0,False,241.75,36,1500-2000,False
569,2638.35,4,1989,Jaipur,Residential Lane,Furnished,Duplex,Yes,709616.0,False,268.96,37,2500-3000,False
570,2923.13,3,2019,Jaipur,Gated Society,Furnished,Duplex,No,776584.0,False,265.67,7,2500-3000,False
571,2850.04,2,1985,Lucknow,Residential Lane,Furnished,Independent House,No,646664.0,False,226.9,41,2500-3000,False
572,1956.3,2,2017,Jaipur,Residential Lane,Semi-Furnished,Duplex,Yes,578205.0,False,295.56,9,1500-2000,False
573,2615.32,7,2011,Indore,Highway Facing,Unfurnished,Apartment,No,672240.0,False,257.04,15,2500-3000,False
574,2912.83,7,2010,Noida,Main Road,Semi-Furnished,Apartment,No,744381.0,False,255.55,16,2500-3000,False
575,1801.81,7,2017,Prayagraj,Main Road,Furnished,Independent House,Yes,620608.0,False,344.44,9,1500-2000,False
576,1995.48,2,2001,Indore,Residential Lane,Semi-Furnished,Independent House,Yes,498474.0,False,249.8,25,1500-2000,False
577,2276.94,6,2001,Indore,Corner Plot,Unfurnished,Apartment,Yes,592179.0,False,260.08,25,2000-2500,False
578,2929.28,5,2002,Indore,Highway Facing,Furnished,Apartment,No,673320.0,False,229.86,24,2500-3000,False
579,1371.22,4,2010,Delhi,Residential Lane,Furnished,Duplex,No,537743.0,False,392.16,16,1000-1500,False
580,1883.27,3,2017,Delhi,Corner Plot,Unfurnished,Villa,No,584590.0,False,310.41,9,1500-2000,False
581,1760.03,3,2019,Lucknow,Gated Society,Semi-Furnished,Apartment,No,443062.0,False,251.74,7,1500-2000,False
582,1888.39,7,1985,Noida,Residential Lane,Semi-Furnished,Independent House,Yes,605901.0,False,320.86,41,1500-2000,False
583,1986.19,2,1998,Noida,Main Road,Semi-Furnished,Independent House,No,583043.0,False,293.55,28,1500-2000,False
584,1713.71,5,2010,Prayagraj,Residential Lane,Semi-Furnished,Independent House,No,430877.0,False,251.43,16,1500-2000,False
585,1854.42,3,1993,Prayagraj,Main Road,Unfurnished,Independent House,No,441189.0,False,237.91,33,1500-2000,False
586,2460.66,4,1996,Indore,Corner Plot,Semi-Furnished,Apartment,No,541348.0,False,220.0,30,2000-2500,False
587,2214.48,6,2020,Lucknow,Corner Plot,Unfurnished,Independent House,Yes,657809.0,False,297.05,6,2000-2500,False
588,1871.66,4,1990,Prayagraj,Highway Facing,Furnished,Apartment,Yes,436874.0,False,233.42,36,1500-2000,False
589,1563.73,4,1989,Prayagraj,Main Road,Semi-Furnished,Apartment,No,394701.0,False,252.41,37,1500-2000,False
590,2546.58,3,2008,Jaipur,Residential Lane,Unfurnished,Independent House,No,554804.0,False,217.86,18,2500-3000,False
591,1865.48,7,2015,Lucknow,Corner Plot,Furnished,Independent House,No,614322.0,False,329.31,11,1500-2000,False
592,2511.42,3,1989,Lucknow,Main Road,Semi-Furnished,Apartment,Yes,591075.0,False,235.35,37,2500-3000,False
593,2504.23,5,2013,Prayagraj,Residential Lane,Furnished,Independent House,No,639094.0,False,255.21,13,2500-3000,False
594,2502.93,2,1985,Kanpur,Gated Society,Semi-Furnished,Apartment,No,527024.0,False,210.56,41,2500-3000,False
595,3103.86,4,1994,Prayagraj,Gated Society,Furnished,Independent House,No,763786.0,False,246.08,32,3000+,False
596,3024.01,5,2016,Noida,Highway Facing,Furnished,Villa,No,884376.0,False,292.45,10,3000+,False
597,2290.53,2,1995,Delhi,Corner Plot,Semi-Furnished,Apartment,No,565545.0,False,246.91,31,2000-2500,False
598,2408.84,2,2005,Jaipur,Main Road,Semi-Furnished,Independent House,No,623102.0,False,258.67,21,2000-2500,False
599,1987.45,3,2008,Kanpur,Corner Plot,Furnished,Apartment,No,499259.0,False,251.21,18,1500-2000,False
600,2588.88,6,2024,Noida,Highway Facing,Semi-Furnished,Apartment,No,742073.0,False,286.64,2,2500-3000,False
601,1843.43,2,1996,Prayagraj,Main Road,Unknown,Duplex,No,457379.0,False,248.11,30,1500-2000,False
602,2709.78,6,2003,Noida,Highway Facing,Furnished,Villa,No,869636.0,False,320.92,23,2500-3000,False
603,2331.72,3,1997,Lucknow,Residential Lane,Furnished,Apartment,No,536703.0,False,230.17,29,2000-2500,False
604,1971.96,7,1993,Prayagraj,Gated Society,Semi-Furnished,Duplex,No,618145.0,False,313.47,33,1500-2000,False
605,1677.0,3,1999,Jaipur,Corner Plot,Semi-Furnished,Apartment,Yes,450193.0,False,268.45,27,1500-2000,False
606,2514.6,2,1988,Noida,Gated Society,Furnished,Apartment,Yes,639144.0,False,254.17,38,2500-3000,False
607,1554.7,4,2023,Jaipur,Highway Facing,Furnished,Villa,Yes,612160.0,False,393.75,3,1500-2000,False
608,3123.27,6,2009,Noida,Gated Society,Furnished,Apartment,Yes,828379.0,False,265.23,17,3000+,False
609,794.03,5,2012,Prayagraj,Residential Lane,Unfurnished,Villa,No,362270.0,False,456.24,14,<1000,False
610,2291.87,7,1995,Lucknow,Gated Society,Furnished,Independent House,No,694050.0,False,302.83,31,2000-2500,False
611,2527.52,7,1999,Gurugram,Highway Facing,Furnished,Duplex,Yes,798935.0,False,316.09,27,2500-3000,False
612,1646.78,3,2020,Delhi,Gated Society,Unfurnished,Independent House,No,527653.0,False,320.41,6,1500-2000,False
613,3333.45,3,1998,Delhi,Gated Society,Furnished,Apartment,No,841504.0,False,252.44,28,3000+,False
614,1714.65,3,2001,Gurugram,Highway Facing,Semi-Furnished,Independent House,No,488412.0,False,284.85,25,1500-2000,False
615,2549.89,3,2008,Kanpur,Highway Facing,Semi-Furnished,Duplex,Yes,629956.0,False,247.05,18,2500-3000,False
616,1006.03,2,1997,Lucknow,Corner Plot,Semi-Furnished,Villa,No,373658.0,False,371.42,29,1000-1500,False
617,2635.07,3,1996,Indore,Corner Plot,Unfurnished,Apartment,No,550117.0,False,208.77,30,2500-3000,False
618,2322.7,5,2000,Jaipur,Main Road,Semi-Furnished,Duplex,No,665811.0,False,286.65,26,2000-2500,False
619,1676.8,7,2020,Lucknow,Highway Facing,Semi-Furnished,Apartment,No,489954.0,False,292.2,6,1500-2000,False
620,1933.7,3,1986,Noida,Residential Lane,Furnished,Apartment,No,465074.0,False,240.51,40,1500-2000,False
621,1303.13,4,2005,Lucknow,Main Road,Furnished,Apartment,Yes,427607.0,False,328.14,21,1000-1500,False
622,1936.68,5,2024,Jaipur,Highway Facing,Unfurnished,Apartment,No,503673.0,False,260.07,2,1500-2000,False
623,2417.69,6,2020,Noida,Main Road,Unfurnished,Apartment,No,650928.0,False,269.24,6,2000-2500,False
624,2572.45,7,2007,Kanpur,Main Road,Unfurnished,Apartment,Yes,657127.0,False,255.45,19,2500-3000,False
625,1294.22,6,2003,Delhi,Gated Society,Furnished,Independent House,No,586043.0,False,452.82,23,1000-1500,False
626,2488.08,4,2003,Kanpur,Residential Lane,Unfurnished,Independent House,No,591204.0,False,237.61,23,2000-2500,False
627,3221.16,2,1989,Prayagraj,Highway Facing,Furnished,Duplex,No,711736.0,False,220.96,37,3000+,False
628,1915.33,6,2002,Gurugram,Corner Plot,Furnished,Duplex,Yes,685190.0,False,357.74,24,1500-2000,False
629,2297.56,4,2003,Lucknow,Main Road,Furnished,Villa,No,656963.0,False,285.94,23,2000-2500,False
630,1894.12,7,2023,Noida,Highway Facing,Semi-Furnished,Independent House,No,626727.0,False,330.88,3,1500-2000,False
631,2001.98,5,2015,Jaipur,Corner Plot,Furnished,Independent House,No,646793.0,False,323.08,11,2000-2500,False
632,2748.7,7,1992,Gurugram,Residential Lane,Furnished,Apartment,No,719403.0,False,261.72,34,2500-3000,False
633,1161.86,4,1998,Jaipur,Corner Plot,Furnished,Apartment,No,347599.0,False,299.17,28,1000-1500,False
634,2050.03,5,2015,Prayagraj,Corner Plot,Furnished,Apartment,No,485379.0,False,236.77,11,2000-2500,False
635,2162.53,3,1999,Noida,Main Road,Furnished,Independent House,No,623407.0,False,288.28,27,2000-2500,False
636,2617.96,3,1990,Prayagraj,Residential Lane,Furnished,Apartment,No,578760.0,False,221.07,36,2500-3000,False
637,2727.52,6,2016,Kanpur,Residential Lane,Furnished,Apartment,Yes,711620.0,False,260.9,10,2500-3000,False
638,1364.85,6,1986,Jaipur,Main Road,Furnished,Villa,Yes,577467.0,False,423.1,40,1000-1500,False
639,1711.96,5,2009,Lucknow,Gated Society,Semi-Furnished,Independent House,No,565231.0,False,330.17,17,1500-2000,False
640,1981.98,2,1986,Lucknow,Residential Lane,Furnished,Independent House,Yes,515115.0,False,259.9,40,1500-2000,False
641,6680.51,4,2019,Lucknow,Gated Society,Semi-Furnished,Duplex,No,1366762.17,True,204.59,7,3000+,True
642,2574.75,5,1997,Delhi,Main Road,Unfurnished,Independent House,No,688488.0,False,267.4,29,2500-3000,False
643,2089.74,6,2010,Jaipur,Gated Society,Semi-Furnished,Independent House,No,601347.0,False,287.76,16,2000-2500,False
644,1840.36,4,1991,Kanpur,Main Road,Furnished,Independent House,No,511156.0,False,277.75,35,1500-2000,False
645,2157.57,5,1991,Prayagraj,Highway Facing,Furnished,Apartment,No,504223.0,False,233.7,35,2000-2500,False
646,1378.11,7,2004,Lucknow,Main Road,Unfurnished,Independent House,Yes,516095.0,False,374.49,22,1000-1500,False
647,1871.85,6,2023,Kanpur,Gated Society,Unfurnished,Independent House,No,604897.0,False,323.15,3,1500-2000,False
648,1626.6,4,2002,Indore,Highway Facing,Semi-Furnished,Independent House,Yes,476333.0,False,292.84,24,1500-2000,False
649,1532.89,6,2012,Prayagraj,Corner Plot,Semi-Furnished,Apartment,No,446372.0,False,291.2,14,1500-2000,False
650,1865.89,6,2022,Lucknow,Residential Lane,Unfurnished,Independent House,No,527382.0,False,282.64,4,1500-2000,False
651,3721.38,6,2023,Gurugram,Gated Society,Unfurnished,Apartment,No,924877.0,False,248.53,3,3000+,True
652,2794.03,6,2023,Kanpur,Residential Lane,Furnished,Villa,No,825096.0,False,295.31,3,2500-3000,False
653,2931.71,4,2019,Jaipur,Main Road,Unknown,Apartment,No,690087.0,False,235.39,7,2500-3000,False
654,2136.63,3,1994,Noida,Residential Lane,Semi-Furnished,Duplex,Yes,603264.0,False,282.34,32,2000-2500,False
655,1435.72,7,2005,Kanpur,Main Road,Unfurnished,Independent House,Yes,515166.0,False,358.82,21,1000-1500,False
656,2515.41,3,2022,Noida,Gated Society,Furnished,Independent House,No,745682.0,False,296.45,4,2500-3000,False
657,2256.37,5,2015,Indore,Highway Facing,Furnished,Independent House,No,623455.0,False,276.31,11,2000-2500,False
658,1895.8,4,2022,Gurugram,Main Road,Semi-Furnished,Apartment,No,571570.0,False,301.49,4,1500-2000,False
659,2503.54,5,1992,Jaipur,Residential Lane,Furnished,Independent House,No,656681.0,False,262.3,34,2500-3000,False
660,2310.25,6,2000,Prayagraj,Gated Society,Unknown,Independent House,No,653100.0,False,282.7,26,2000-2500,False
661,2252.65,7,2017,Delhi,Highway Facing,Furnished,Apartment,No,689598.0,False,306.13,9,2000-2500,False
662,2610.89,5,1992,Prayagraj,Residential Lane,Furnished,Apartment,No,613935.0,False,235.14,34,2500-3000,False
663,3226.97,3,2002,Lucknow,Gated Society,Semi-Furnished,Duplex,No,810033.0,False,251.02,24,3000+,False
664,1938.28,6,2014,Gurugram,Highway Facing,Furnished,Independent House,Yes,685243.0,False,353.53,12,1500-2000,False
665,2187.34,3,2019,Lucknow,Highway Facing,Semi-Furnished,Apartment,No,507919.0,False,232.21,7,2000-2500,False
666,2459.52,4,1985,Gurugram,Corner Plot,Semi-Furnished,Apartment,No,582821.0,False,236.97,41,2000-2500,False
667,1672.67,4,2023,Jaipur,Main Road,Unfurnished,Apartment,No,420936.0,False,251.66,3,1500-2000,False
668,2579.76,5,2004,Lucknow,Corner Plot,Semi-Furnished,Independent House,No,664738.0,False,257.67,22,2500-3000,False
669,2658.97,3,2003,Indore,Highway Facing,Furnished,Independent House,No,618721.0,False,232.69,23,2500-3000,False
670,1931.76,2,2002,Prayagraj,Corner Plot,Semi-Furnished,Independent House,No,485855.0,False,251.51,24,1500-2000,False
671,2734.94,4,1993,Delhi,Gated Society,Furnished,Apartment,No,732500.0,False,267.83,33,2500-3000,False
672,3269.53,3,2023,Gurugram,Corner Plot,Furnished,Apartment,Yes,833496.0,False,254.93,3,3000+,False
673,2356.47,5,1996,Kanpur,Corner Plot,Furnished,Villa,No,694331.0,False,294.65,30,2000-2500,False
674,2272.7,2,2017,Noida,Main Road,Furnished,Apartment,No,591822.0,False,260.4,9,2000-2500,False
675,1953.58,7,2013,Lucknow,Residential Lane,Semi-Furnished,Apartment,No,512760.0,False,262.47,13,1500-2000,False
676,2084.22,3,1989,Jaipur,Gated Society,Unfurnished,Apartment,Yes,506362.0,False,242.95,37,2000-2500,False
677,1871.97,5,2013,Delhi,Gated Society,Furnished,Apartment,No,619770.0,False,331.08,13,1500-2000,False
678,2215.44,2,1997,Gurugram,Main Road,Furnished,Apartment,No,572456.0,False,258.39,29,2000-2500,False
679,2894.51,3,2016,Kanpur,Gated Society,Unknown,Independent House,No,728194.0,False,251.58,10,2500-3000,False
680,1776.74,2,2018,Jaipur,Highway Facing,Unfurnished,Independent House,No,465865.0,False,262.2,8,1500-2000,False
681,2047.35,4,1996,Noida,Highway Facing,Semi-Furnished,Apartment,No,543166.0,False,265.3,30,2000-2500,False
682,1796.7,6,2014,Delhi,Main Road,Furnished,Independent House,No,648950.0,False,361.19,12,1500-2000,False
683,1525.66,4,2007,Indore,Residential Lane,Semi-Furnished,Independent House,No,459576.0,False,301.23,19,1500-2000,False
684,2549.13,5,2017,Gurugram,Main Road,Furnished,Villa,No,818945.0,False,321.26,9,2500-3000,False
685,1454.18,6,2012,Delhi,Residential Lane,Semi-Furnished,Independent House,Yes,589015.0,False,405.05,14,1000-1500,False
686,2222.77,2,2002,Kanpur,Residential Lane,Semi-Furnished,Duplex,Yes,555390.0,False,249.86,24,2000-2500,False
687,1090.46,7,1986,Kanpur,Residential Lane,Semi-Furnished,Independent House,No,321702.0,False,295.01,40,1000-1500,False
688,2071.57,3,2001,Prayagraj,Residential Lane,Unfurnished,Apartment,No,465769.0,False,224.84,25,2000-2500,False
689,2225.06,4,1998,Jaipur,Residential Lane,Unfurnished,Independent House,No,545932.0,False,245.36,28,2000-2500,False
690,1888.44,2,1999,Delhi,Gated Society,Unfurnished,Duplex,No,558091.0,False,295.53,27,1500-2000,False
691,2037.86,3,1990,Indore,Main Road,Semi-Furnished,Apartment,No,444955.0,False,218.34,36,2000-2500,False
692,2457.53,5,2013,Prayagraj,Main Road,Furnished,Apartment,No,615193.0,False,250.33,13,2000-2500,False
693,2693.65,7,2013,Kanpur,Corner Plot,Furnished,Duplex,Yes,814401.0,False,302.34,13,2500-3000,False
694,1760.0,4,1986,Noida,Highway Facing,Semi-Furnished,Duplex,No,519337.0,False,295.08,40,1500-2000,False
695,2901.3,2,1987,Noida,Main Road,Semi-Furnished,Apartment,No,654270.0,False,225.51,39,2500-3000,False
696,2235.12,5,2020,Delhi,Highway Facing,Furnished,Duplex,Yes,749831.0,False,335.48,6,2000-2500,False
697,2469.54,7,2006,Prayagraj,Main Road,Unfurnished,Apartment,No,603776.0,False,244.49,20,2000-2500,False
698,1112.61,2,2023,Prayagraj,Highway Facing,Unfurnished,Apartment,No,287984.0,False,258.84,3,1000-1500,False
699,2597.55,6,2005,Lucknow,Gated Society,Unfurnished,Independent House,No,689572.0,False,265.47,21,2500-3000,False
700,2494.14,2,1986,Noida,Main Road,Furnished,Independent House,No,658649.0,False,264.08,40,2000-2500,False
701,2274.09,5,2009,Gurugram,Corner Plot,Unfurnished,Independent House,Yes,674803.0,False,296.74,17,2000-2500,False
702,2359.24,5,2015,Indore,Main Road,Furnished,Independent House,Yes,684447.0,False,290.11,11,2000-2500,False
703,1722.46,5,1997,Jaipur,Main Road,Furnished,Apartment,No,487603.0,False,283.09,29,1500-2000,False
